NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Matt Barnes, MEM, SF,35,76, 45, 28.8,3.5,9.1, .381, 1.6,4.9,.322, 1.9, 4.3,.449,.467, 1.5,1.8,.804, 1.1,4.4,5.5,2.1, 1.0, 0.8,1.6,3.1, 10.0
Will Barton, DEN, SG,25,82, 1, 28.7,5.2,12.0, .432, 1.4,4.0,.345, 3.8, 8.0,.476,.489, 2.6,3.3,.806, 0.7,5.1,5.8,2.5, 0.9, 0.5,1.7,1.8, 14.4
Brandon Bass, LAL, PF,30,66, 0, 20.3,2.6,4.8, .549, 0.0,0.0,.000, 2.6, 4.8,.552,.549, 1.9,2.2,.845, 1.6,2.7,4.3,1.1, 0.5, 0.8,0.6,1.9, 7.2
Nicolas Batum, CHO, SF,27,70, 70, 35.0,5.3,12.5, .426, 2.0,5.7,.348, 3.3, 6.8,.492,.506, 2.3,2.7,.849, 0.8,5.3,6.1,5.8, 0.9, 0.6,2.9,1.6, 14.9
Jerryd Bayless, MIL, SG,27,52, 18, 28.9,3.6,8.4, .423, 1.9,4.4,.437, 1.6, 4.0,.408,.539, 1.3,1.7,.778, 0.4,2.3,2.7,3.1, 0.9, 0.2,1.4,2.1, 10.4
Aron Baynes, DET, C,29,81, 1, 15.2,2.4,4.7, .505, 0.0,0.0,.000, 2.4, 4.7,.508,.505, 1.6,2.0,.764, 1.7,3.0,4.7,0.6, 0.3, 0.6,0.8,1.9, 6.3
Kent Bazemore, ATL, SF,26,75, 68, 27.8,4.3,9.7, .441, 1.5,4.1,.357, 2.8, 5.6,.502,.517, 1.6,2.0,.815, 0.4,4.7,5.1,2.3, 1.3, 0.5,1.8,2.3, 11.6
Bradley Beal, WAS, SG,22,55, 35, 31.1,6.5,14.5, .449, 1.9,4.9,.387, 4.6, 9.6,.481,.515, 2.5,3.2,.767, 0.7,2.7,3.4,2.9, 1.0, 0.2,2.0,2.1, 17.4
Michael Beasley, HOU, PF,27,20, 0, 18.2,5.4,10.3, .522, 0.2,0.5,.333, 5.2, 9.8,.531,.529, 1.9,2.5,.776, 1.5,3.5,4.9,0.8, 0.6, 0.5,1.2,2.0, 12.8
Marco Belinelli, SAC, SG,29,68, 7, 24.6,3.6,9.3, .386, 1.3,4.4,.306, 2.3, 5.0,.456,.457, 1.7,2.0,.833, 0.1,1.6,1.7,1.9, 0.5, 0.0,1.2,1.3, 10.2
Anthony Bennett, TOR, PF,22,19, 0, 4.4,0.4,1.4, .296, 0.2,0.7,.214, 0.3, 0.7,.385,.352, 0.5,0.5,.900, 0.3,0.9,1.2,0.0, 0.3, 0.0,0.2,0.4, 1.5
Patrick Beverley, HOU, PG,27,71, 63, 28.7,3.6,8.4, .434, 1.7,4.4,.400, 1.9, 4.0,.472,.539, 0.8,1.2,.682, 1.0,2.5,3.5,3.4, 1.3, 0.4,1.3,3.3, 9.9
Bismack Biyombo, TOR, C,23,82, 22, 22.0,1.9,3.5, .542, 0.0,0.0,.000, 1.9, 3.5,.544,.542, 1.7,2.8,.628, 2.2,5.8,8.0,0.4, 0.2, 1.6,0.9,2.7, 5.5
Nemanja Bjelica, MIN, PF,27,60, 0, 17.9,1.8,3.9, .468, 0.8,2.1,.384, 1.0, 1.8,.564,.570, 0.7,0.9,.727, 0.8,2.7,3.5,1.4, 0.4, 0.4,0.8,2.6, 5.1
Tarik Black, LAL, C,24,39, 0, 12.7,1.5,2.7, .548, 0.0,0.0,, 1.5, 2.7,.548,.548, 0.5,1.2,.422, 1.1,2.9,4.0,0.4, 0.4, 0.5,0.6,2.0, 3.4
DeJuan Blair, WAS, C,26,29, 0, 7.5,1.0,2.3, .412, 0.0,0.0,.000, 1.0, 2.3,.418,.412, 0.2,0.4,.385, 0.7,1.3,2.0,0.4, 0.3, 0.1,0.5,1.8, 2.1
Steve Blake, DET, PG,35,58, 2, 17.0,1.6,4.1, .388, 0.9,2.6,.344, 0.7, 1.5,.461,.496, 0.3,0.3,.800, 0.2,1.4,1.5,3.4, 0.4, 0.1,1.4,1.2, 4.4
Eric Bledsoe, PHO, PG,26,31, 31, 34.2,7.2,15.9, .453, 1.5,4.2,.372, 5.6, 11.7,.482,.502, 4.5,5.5,.802, 0.6,3.5,4.0,6.1, 2.0, 0.6,3.5,2.4, 20.4
Bojan Bogdanović, BRK, SF,26,79, 39, 26.8,4.1,9.5, .433, 1.6,4.3,.382, 2.5, 5.2,.474,.519, 1.4,1.7,.833, 0.5,2.8,3.2,1.3, 0.4, 0.1,1.5,1.5, 11.2
Andrew Bogut, GSW, C,31,70, 66, 20.7,2.5,4.0, .627, 0.0,0.0,1.000, 2.5, 4.0,.626,.629, 0.3,0.7,.480, 1.7,5.3,7.0,2.3, 0.5, 1.6,1.2,3.2, 5.4
Matt Bonner, SAS, C,35,30, 2, 6.9,1.0,1.9, .509, 0.5,1.1,.441, 0.5, 0.8,.609,.640, 0.1,0.1,.750, 0.1,0.8,0.9,0.3, 0.2, 0.0,0.1,0.5, 2.5
Devin Booker, PHO, SG,19,76, 51, 27.7,4.8,11.4, .423, 1.3,3.8,.343, 3.5, 7.6,.464,.480, 2.8,3.4,.840, 0.4,2.1,2.5,2.6, 0.6, 0.3,2.1,3.0, 13.8
Trevor Booker, UTA, PF,28,79, 2, 20.7,2.4,4.9, .490, 0.2,0.5,.293, 2.3, 4.4,.513,.505, 0.9,1.3,.670, 2.1,3.6,5.7,1.1, 0.7, 0.5,1.0,2.1, 5.9
Chris Bosh, MIA, PF,31,53, 53, 33.5,6.8,14.5, .467, 1.5,4.2,.365, 5.2, 10.3,.508,.520, 4.0,5.1,.795, 0.9,6.5,7.4,2.4, 0.7, 0.6,1.5,1.9, 19.1
Avery Bradley, BOS, SG,25,76, 72, 33.4,6.0,13.4, .447, 1.9,5.4,.361, 4.1, 8.1,.505,.520, 1.3,1.6,.780, 0.6,2.3,2.9,2.1, 1.5, 0.3,1.4,2.2, 15.2
Elton Brand, PHI, C,36,17, 1, 13.2,1.8,4.2, .431, 0.0,0.1,.000, 1.8, 4.2,.437,.431, 0.5,0.5,.889, 0.5,3.2,3.7,1.1, 0.5, 0.5,0.6,1.9, 4.1
Corey Brewer, HOU, SF,29,82, 12, 20.4,2.6,6.7, .384, 0.7,2.7,.272, 1.8, 4.0,.460,.439, 1.3,1.7,.750, 0.5,1.9,2.4,1.3, 1.0, 0.2,1.0,2.0, 7.2
Aaron Brooks, CHI, PG,31,69, 0, 16.1,2.7,6.8, .401, 1.0,2.7,.357, 1.8, 4.1,.430,.471, 0.7,0.9,.766, 0.3,1.2,1.5,2.6, 0.4, 0.1,1.2,1.9, 7.1
Anthony Brown, LAL, SF,23,29, 11, 20.7,1.3,4.3, .310, 0.7,2.4,.286, 0.7, 1.9,.339,.389, 0.6,0.7,.850, 0.3,2.1,2.4,0.7, 0.5, 0.2,0.5,1.2, 4.0
Lorenzo Brown, PHO, PG,25,8, 0, 7.6,1.0,3.1, .320, 0.1,1.0,.125, 0.9, 2.1,.412,.340, 0.4,0.5,.750, 0.0,0.9,0.9,1.4, 0.4, 0.1,1.1,0.5, 2.5
Markel Brown, BRK, SG,24,62, 6, 15.8,2.0,5.2, .394, 0.6,2.0,.314, 1.4, 3.2,.443,.453, 1.1,1.5,.755, 0.4,1.6,2.0,1.5, 0.6, 0.2,0.9,1.5, 5.9
Kobe Bryant*, LAL, SF,37,66, 66, 28.2,6.0,16.9, .358, 2.0,7.1,.285, 4.0, 9.8,.410,.417, 3.5,4.3,.826, 0.6,3.1,3.7,2.8, 0.9, 0.2,2.0,1.7, 17.6
Chase Budinger, TOT, SF,27,66, 2, 14.1,1.6,3.6, .435, 0.4,1.3,.279, 1.2, 2.3,.523,.485, 0.6,0.8,.696, 0.7,1.6,2.3,1.0, 0.5, 0.2,0.7,0.9, 4.1
Chase Budinger, IND, SF,27,49, 2, 14.9,1.7,4.0, .418, 0.4,1.4,.290, 1.2, 2.6,.488,.469, 0.7,1.0,.708, 0.6,1.8,2.5,1.0, 0.6, 0.2,0.6,0.9, 4.4
Chase Budinger, PHO, SF,27,17, 0, 11.8,1.4,2.6, .511, 0.2,1.0,.235, 1.1, 1.6,.679,.556, 0.3,0.5,.625, 0.7,1.0,1.7,0.9, 0.2, 0.1,0.8,0.9, 3.2
Reggie Bullock, DET, SF,24,37, 0, 11.6,1.2,2.6, .439, 0.6,1.4,.415, 0.6, 1.2,.467,.551, 0.4,0.4,.933, 0.4,1.5,1.8,0.7, 0.3, 0.1,0.2,0.8, 3.3
Trey Burke, UTA, PG,23,64, 0, 21.3,4.1,9.9, .413, 1.4,4.0,.344, 2.7, 5.9,.460,.483, 1.0,1.3,.817, 0.3,1.5,1.8,2.3, 0.5, 0.1,1.3,1.3, 10.6
Alec Burks, UTA, SG,24,31, 3, 25.7,4.4,10.8, .410, 1.0,2.5,.405, 3.4, 8.2,.412,.458, 3.4,4.5,.752, 0.5,3.0,3.5,2.0, 0.6, 0.1,1.6,2.3, 13.3
Caron Butler, SAC, SF,35,17, 1, 10.4,1.5,3.5, .424, 0.2,1.1,.167, 1.3, 2.4,.537,.449, 0.6,0.7,.833, 0.3,1.0,1.3,0.6, 0.5, 0.1,0.2,1.1, 3.7
Jimmy Butler, CHI, SG,26,67, 67, 36.9,7.0,15.4, .454, 1.0,3.1,.312, 6.1, 12.4,.489,.485, 5.9,7.1,.832, 1.2,4.2,5.3,4.8, 1.6, 0.6,2.0,1.9, 20.9
Rasual Butler, SAS, SF,36,46, 0, 9.4,1.1,2.3, .471, 0.3,1.1,.306, 0.7, 1.2,.618,.543, 0.2,0.3,.688, 0.1,1.2,1.2,0.5, 0.3, 0.5,0.2,0.2, 2.7
Bruno Caboclo, TOR, SF,20,6, 1, 7.2,0.2,2.0, .083, 0.2,1.2,.143, 0.0, 0.8,.000,.125, 0.0,0.0,, 0.2,0.2,0.3,0.2, 0.3, 0.2,0.7,0.3, 0.5
José Calderón, NYK, PG,34,72, 72, 28.1,2.9,6.3, .459, 1.2,2.8,.414, 1.7, 3.5,.496,.552, 0.6,0.7,.875, 0.3,2.9,3.2,4.1, 0.9, 0.1,1.2,1.9, 7.6
Kentavious Caldwell-Pope, DET, SG,22,76, 76, 36.7,5.3,12.6, .420, 1.5,4.9,.309, 3.8, 7.8,.489,.479, 2.4,3.0,.811, 0.9,2.8,3.7,1.8, 1.4, 0.2,1.4,2.2, 14.5
Isaiah Canaan, PHI, SG,24,77, 39, 25.5,3.4,9.4, .360, 2.3,6.3,.363, 1.1, 3.1,.354,.482, 1.9,2.3,.833, 0.3,2.0,2.3,1.8, 0.7, 0.2,1.2,1.7, 11.0
Clint Capela, HOU, C,21,77, 35, 19.1,3.0,5.2, .582, 0.0,0.0,.000, 3.0, 5.1,.583,.582, 1.0,2.7,.379, 2.5,3.9,6.4,0.6, 0.8, 1.2,0.8,2.5, 7.0
DeMarre Carroll, TOR, SF,29,26, 22, 30.2,4.0,10.4, .389, 1.8,4.5,.390, 2.3, 5.8,.388,.474, 1.2,1.9,.600, 1.2,3.5,4.7,1.0, 1.7, 0.2,1.1,2.4, 11.0
Vince Carter, MEM, SG,39,60, 3, 16.8,2.2,5.7, .388, 1.0,2.8,.349, 1.2, 2.9,.425,.474, 1.2,1.4,.833, 0.5,1.9,2.4,0.9, 0.6, 0.3,0.6,1.7, 6.6
Michael Carter-Williams, MIL, PG,24,54, 37, 30.5,4.6,10.3, .452, 0.3,1.0,.273, 4.4, 9.3,.472,.466, 2.0,3.0,.654, 0.9,4.2,5.1,5.2, 1.5, 0.8,2.8,3.0, 11.5
Omri Casspi, SAC, PF,27,69, 21, 27.2,4.3,9.0, .481, 1.6,4.0,.409, 2.7, 5.0,.537,.571, 1.5,2.3,.648, 0.8,5.1,5.9,1.4, 0.8, 0.2,1.4,2.2, 11.8
Willie Cauley-Stein, SAC, C,22,66, 39, 21.4,2.9,5.1, .563, 0.0,0.0,.000, 2.9, 5.1,.567,.563, 1.2,1.9,.648, 2.0,3.3,5.3,0.6, 0.7, 1.0,0.7,2.2, 7.0
Mario Chalmers, TOT, PG,29,61, 7, 22.5,3.0,7.3, .410, 0.8,2.4,.309, 2.2, 4.8,.461,.462, 3.6,4.3,.832, 0.4,2.2,2.6,3.8, 1.4, 0.2,1.8,3.0, 10.3
Mario Chalmers, MIA, PG,29,6, 0, 20.0,1.7,5.3, .313, 0.2,1.8,.091, 1.5, 3.5,.429,.328, 2.0,2.2,.923, 0.2,2.2,2.3,3.2, 1.3, 0.2,1.5,2.7, 5.5
Mario Chalmers, MEM, PG,29,55, 7, 22.8,3.1,7.5, .417, 0.8,2.5,.326, 2.3, 5.0,.464,.472, 3.7,4.5,.827, 0.4,2.2,2.6,3.8, 1.5, 0.2,1.8,3.0, 10.8
Tyson Chandler, PHO, C,33,66, 60, 24.5,2.8,4.8, .583, 0.0,0.0,.000, 2.8, 4.7,.585,.583, 1.6,2.6,.620, 2.7,6.1,8.7,1.0, 0.5, 0.7,1.4,2.2, 7.2
Rakeem Christmas, IND, PF,24,1, 0, 6.0,2.0,2.0, 1.000, 0.0,0.0,, 2.0, 2.0,1.000,1.000, 0.0,0.0,, 1.0,0.0,1.0,0.0, 0.0, 0.0,0.0,1.0, 4.0
Ian Clark, GSW, SG,24,66, 1, 8.8,1.3,3.1, .441, 0.5,1.3,.357, 0.9, 1.8,.500,.515, 0.4,0.5,.824, 0.2,0.8,1.0,1.0, 0.3, 0.2,0.7,0.9, 3.6
Coty Clarke, BOS, SF,23,3, 0, 2.0,0.7,1.3, .500, 0.7,0.7,1.000, 0.0, 0.7,.000,.750, 0.0,0.0,, 0.0,0.3,0.3,0.0, 0.0, 0.0,0.3,0.0, 2.0
Jordan Clarkson, LAL, SG,23,79, 79, 32.3,6.0,13.9, .433, 1.4,4.1,.347, 4.6, 9.8,.468,.483, 2.1,2.6,.804, 1.2,2.8,4.0,2.4, 1.1, 0.1,1.7,2.1, 15.5
Norris Cole, NOP, PG,27,45, 23, 26.6,4.4,10.8, .405, 0.7,2.3,.324, 3.6, 8.5,.427,.439, 1.2,1.4,.800, 0.2,3.1,3.4,3.7, 0.8, 0.1,1.7,2.3, 10.6
Darren Collison, SAC, PG,28,74, 15, 30.0,5.1,10.5, .486, 1.2,2.9,.401, 3.9, 7.6,.519,.542, 2.6,3.1,.858, 0.4,1.9,2.3,4.3, 1.0, 0.1,1.8,1.9, 14.0
Nick Collison, OKC, PF,35,59, 4, 11.8,0.8,1.8, .459, 0.0,0.0,.000, 0.8, 1.8,.467,.459, 0.4,0.6,.697, 1.2,1.7,2.9,0.9, 0.3, 0.3,0.8,1.8, 2.1
Mike Conley, MEM, PG,28,56, 56, 31.4,5.3,12.4, .422, 1.4,3.8,.363, 3.9, 8.6,.449,.478, 3.4,4.1,.834, 0.5,2.5,2.9,6.1, 1.2, 0.3,1.5,1.8, 15.3
Pat Connaughton, POR, SG,23,34, 0, 4.2,0.4,1.4, .265, 0.1,0.6,.238, 0.2, 0.8,.286,.316, 0.1,0.1,1.000, 0.3,0.6,0.9,0.3, 0.1, 0.0,0.3,0.2, 1.1
Chris Copeland, MIL, PF,31,24, 1, 6.5,0.7,2.1, .333, 0.4,1.5,.278, 0.3, 0.6,.467,.431, 0.3,0.3,.857, 0.0,0.4,0.4,0.5, 0.1, 0.0,0.3,0.7, 2.1
Bryce Cotton, TOT, PG,23,8, 0, 4.9,0.5,1.3, .400, 0.0,0.4,.000, 0.5, 0.9,.571,.400, 0.0,0.0,, 0.0,0.0,0.0,0.4, 0.4, 0.0,0.6,0.3, 1.0
Bryce Cotton, PHO, PG,23,3, 0, 11.0,0.7,2.7, .250, 0.0,1.0,.000, 0.7, 1.7,.400,.250, 0.0,0.0,, 0.0,0.0,0.0,1.0, 1.0, 0.0,1.7,0.7, 1.3
Bryce Cotton, MEM, PG,23,5, 0, 1.2,0.4,0.4, 1.000, 0.0,0.0,, 0.4, 0.4,1.000,1.000, 0.0,0.0,, 0.0,0.0,0.0,0.0, 0.0, 0.0,0.0,0.0, 0.8
DeMarcus Cousins, SAC, C,25,65, 65, 34.6,9.2,20.5, .451, 1.1,3.2,.333, 8.2, 17.3,.473,.477, 7.3,10.2,.718, 2.4,9.1,11.5,3.3, 1.6, 1.4,3.8,3.6, 26.9
Robert Covington, PHI, SF,25,67, 49, 28.4,4.1,10.6, .385, 2.5,7.2,.353, 1.6, 3.4,.452,.504, 2.1,2.6,.791, 1.0,5.3,6.3,1.4, 1.6, 0.6,2.1,3.5, 12.8
Allen Crabbe, POR, SG,23,81, 8, 26.0,3.8,8.4, .459, 1.4,3.5,.393, 2.5, 4.9,.506,.541, 1.2,1.4,.867, 0.3,2.3,2.7,1.2, 0.8, 0.2,0.8,2.4, 10.3
Jamal Crawford, LAC, SG,35,79, 5, 26.9,4.8,11.9, .404, 1.5,4.4,.340, 3.3, 7.5,.440,.466, 3.1,3.4,.904, 0.3,1.6,1.8,2.3, 0.7, 0.2,1.4,1.5, 14.2
Jae Crowder, BOS, SF,25,73, 73, 31.6,4.9,11.1, .443, 1.7,5.0,.336, 3.3, 6.2,.529,.518, 2.7,3.3,.820, 1.0,4.2,5.1,1.8, 1.7, 0.5,1.1,2.7, 14.2
Dante Cunningham, NOP, SF,28,80, 46, 24.6,2.3,5.2, .451, 0.7,2.2,.316, 1.6, 3.0,.550,.518, 0.7,1.0,.695, 0.7,2.2,3.0,1.0, 0.5, 0.4,0.5,2.2, 6.1
Jared Cunningham, TOT, SG,24,44, 3, 9.3,0.8,2.4, .343, 0.3,0.9,.308, 0.5, 1.5,.364,.400, 0.8,1.3,.655, 0.1,0.8,0.9,0.5, 0.3, 0.0,0.5,0.9, 2.7
Jared Cunningham, CLE, SG,24,40, 3, 8.9,0.8,2.3, .352, 0.3,0.8,.313, 0.6, 1.5,.373,.407, 0.8,1.2,.625, 0.1,0.7,0.7,0.5, 0.3, 0.1,0.5,0.9, 2.6
Jared Cunningham, MIL, SG,24,4, 0, 13.8,1.0,3.5, .286, 0.5,1.8,.286, 0.5, 1.8,.286,.357, 1.5,1.8,.857, 0.0,2.3,2.3,0.3, 0.5, 0.0,0.8,1.0, 4.0
Seth Curry, SAC, PG,25,44, 9, 15.7,2.3,5.1, .455, 1.1,2.5,.450, 1.2, 2.6,.460,.567, 1.0,1.2,.833, 0.2,1.2,1.4,1.5, 0.5, 0.1,0.8,0.9, 6.8
