NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad, TOT, SG,25,61, 56, 25.9,4.5,10.6, .424, 0.0,0.4,.130, 4.4, 10.2,.435,.426, 2.4,3.2,.756, 1.7,3.1,4.8,1.6, 1.0, 0.5,1.7,2.4, 11.4
Tariq Abdul-Wahad, ORL, SG,25,46, 46, 26.2,4.8,11.2, .433, 0.0,0.5,.095, 4.8, 10.7,.447,.435, 2.5,3.3,.762, 1.7,3.5,5.2,1.6, 1.2, 0.3,1.9,2.5, 12.2
Tariq Abdul-Wahad, DEN, SG,25,15, 10, 24.9,3.4,8.7, .389, 0.1,0.1,.500, 3.3, 8.6,.388,.393, 2.1,2.8,.738, 1.6,1.9,3.5,1.7, 0.4, 0.8,1.3,2.1, 8.9
Shareef Abdur-Rahim, VAN, SF,23,82, 82, 39.3,7.2,15.6, .465, 0.4,1.2,.302, 6.9, 14.4,.478,.477, 5.4,6.7,.809, 2.7,7.4,10.1,3.3, 1.1, 1.1,3.0,3.0, 20.3
Cory Alexander, DEN, PG,26,29, 2, 11.3,1.0,3.4, .286, 0.3,1.2,.257, 0.7, 2.2,.302,.332, 0.6,0.8,.773, 0.3,1.2,1.4,2.0, 0.8, 0.1,1.0,1.3, 2.8
Ray Allen*, MIL, SG,24,82, 82, 37.4,7.8,17.2, .455, 2.1,5.0,.423, 5.7, 12.2,.468,.516, 4.3,4.9,.887, 1.0,3.4,4.4,3.8, 1.3, 0.2,2.2,2.3, 22.1
Rafer Alston, MIL, PG,23,27, 0, 13.4,1.0,3.5, .284, 0.1,0.5,.214, 0.9, 3.0,.296,.300, 0.1,0.1,.750, 0.2,0.7,0.9,2.6, 0.4, 0.0,1.1,1.1, 2.2
John Amaechi, ORL, C,29,80, 53, 21.1,3.8,8.8, .437, 0.0,0.1,.167, 3.8, 8.7,.439,.438, 2.8,3.6,.766, 0.8,2.6,3.3,1.2, 0.4, 0.5,1.7,2.0, 10.5
Derek Anderson, LAC, SG,25,64, 58, 34.4,5.9,13.4, .438, 0.9,2.8,.309, 5.0, 10.7,.472,.470, 4.2,4.8,.877, 1.3,2.8,4.0,3.4, 1.4, 0.2,2.6,2.3, 16.9
Kenny Anderson, BOS, PG,29,82, 82, 31.6,5.3,12.0, .440, 1.0,2.7,.386, 4.3, 9.3,.456,.483, 2.4,3.1,.775, 0.7,2.1,2.7,5.1, 1.7, 0.1,1.6,2.8, 14.0
Nick Anderson, SAC, SG,32,72, 72, 29.1,4.3,10.9, .391, 1.8,5.5,.332, 2.4, 5.3,.452,.476, 0.5,1.1,.487, 1.2,3.6,4.7,1.7, 1.3, 0.2,1.3,1.6, 10.8
Shandon Anderson, HOU, SF,26,82, 82, 32.9,4.5,9.5, .473, 1.0,2.7,.351, 3.5, 6.7,.523,.524, 2.4,3.1,.767, 1.1,3.6,4.7,2.9, 1.2, 0.4,2.4,2.2, 12.3
Chris Anstey, CHI, C,25,73, 11, 13.8,2.2,5.0, .442, 0.0,0.1,.167, 2.2, 4.9,.447,.444, 1.6,2.0,.789, 1.2,2.6,3.8,0.9, 0.4, 0.3,1.1,2.5, 6.0
Greg Anthony, POR, PG,32,82, 3, 18.9,2.1,5.1, .406, 1.1,2.8,.378, 1.0, 2.2,.443,.512, 1.1,1.4,.772, 0.2,1.4,1.6,2.5, 0.7, 0.1,1.0,1.7, 6.3
B.J. Armstrong, CHI, PG,32,27, 18, 21.6,3.1,6.9, .446, 0.5,1.1,.448, 2.6, 5.8,.446,.481, 0.8,0.9,.880, 0.1,1.7,1.7,2.9, 0.3, 0.0,1.5,1.3, 7.4
Darrell Armstrong, ORL, PG,31,82, 82, 31.6,5.9,13.6, .433, 1.7,4.9,.340, 4.2, 8.7,.485,.494, 2.7,3.0,.911, 0.8,2.5,3.3,6.1, 2.1, 0.1,3.0,1.7, 16.2
Chucky Atkins, ORL, PG,25,82, 0, 19.8,3.8,9.0, .424, 0.7,2.0,.350, 3.1, 7.0,.445,.462, 1.2,1.6,.729, 0.2,1.3,1.5,3.7, 0.6, 0.0,1.7,1.7, 9.5
Stacey Augmon, POR, SG,31,59, 0, 11.7,1.4,3.0, .474, 0.0,0.0,.000, 1.4, 2.9,.480,.474, 0.6,0.9,.673, 0.7,1.3,2.0,0.9, 0.5, 0.2,0.6,1.2, 3.4
Isaac Austin, WAS, C,30,59, 23, 19.9,2.6,6.0, .429, 0.0,0.1,.250, 2.5, 5.9,.431,.430, 1.6,2.3,.686, 1.1,3.7,4.8,1.3, 0.3, 0.6,1.8,2.2, 6.7
Anthony Avent, LAC, PF,30,49, 3, 7.7,0.6,2.0, .302, 0.0,0.0,, 0.6, 2.0,.302,.302, 0.5,0.7,.719, 0.5,1.0,1.5,0.2, 0.3, 0.3,0.5,1.3, 1.7
William Avery, MIN, PG,20,59, 1, 8.2,0.9,3.1, .309, 0.3,1.1,.286, 0.6, 2.0,.322,.359, 0.4,0.6,.667, 0.1,0.5,0.7,1.5, 0.2, 0.0,0.7,1.0, 2.6
